instagram_comments,offensive_language,offensiveness_levels,antisemitism,apology_for_the_dictatorship,fatphobia,homophobia,partyism,racism,religious_intolerance,sexism,xenophobia,offensive_&_non-hate_speech,non-offensive,specialist_1_hate_speech,specialist_2_hate_speech,specialist_3_hate_speech
É verdade @joicehasselmannoficial,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Ao contrário de vc😂 🇧🇷👉,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Fato!,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
"Concordo plenamente! Se não temos argumentos que possam contribuir para o crescimento do país e a paz social, devemos calar-",False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Exato.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Esses filhos do presidente só atrapalham, cada um tem que seguir a sua própria vida.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
é preciso pensar 10 X antes de falar para depois ter que pedir desculpas . Certos Bolsonaros deviam aprender isso . um leão nuca pede desculpas ..,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
sei não. . .,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Perfeita como Sempre👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Janaína porque vice quer calar o filho do presidente. Não é democracia?,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Sou obrigado a concordar @joicehasselmannoficial e @janainacpaschoal infelizmente os filhos tem prejudicado e muito o pai, torço muito pelo governo do @jairmessiasbolsonaro pois acredito que ele pode levar o Brasil para novos rumos, mas Jair manda seus filhos calarem a boca, já virou um saco a ptzada de mimi usando as falas deles pra deturpar o bom andamento das coisas, nós agradecemos imensamente🙌🙌🙌",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Não concordo o que os esquerdistas falam não tem peso pessoal, comunitário muito menos Jurídico",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Concordo!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Tá de sacanagem né😂😂😂,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"Com certeza. Com tantas notícias boas para celebrar na economia, pra que criar problemas onde não tem?",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Só atrapalham o pai, até quando isso hein",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Verdade ! Apesar de concordar com a fala dele , acho não deve falar o q pensa !",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Dessa vez concordo com vc,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Fale o que tem certeza que vai ter resposta pautada para o bem,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Certíssima ✋,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Concordo!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Será que o filho está fazendo isto pra prejudicar o pai,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Não estou falando mau do outro tenho misericórdia todas as pessoas são boas apenas não abriram os olhos da mente a de Deus. Toda guerra começa dentro de si, outro é reflexo da nossa mente. Então é preciso refletir onde está a guerra dentro de si tudo reflexo . O espelho é nosso reflexo que vemos ao olhar da mesma forma nosso interior refletir no outro somos uma energia. Se mudamos o outro muda. Não mudamos ninguém. Mas qdo mudamos tudo muda só nosso redor. Reconcilia com todas as coisa do céu é da terra qdo reconciliar com todas as coisas do céu é da terra tudo será teu amigo. Agradeça a tudo mentalmente com mini obrigado a luz manifestará.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
@joicehasselmannoficial não vi você fazer nenhum comentário sobre a fala do @senadorhumberto pq será só a narrativa da direita vale o da esquerda não ?,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Tá em CUBA Joice?,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Você tem toda razão... infelizmente, o próprio filho, o maior inimigo do pai!!!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Janaína tem razão...,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Parem de seguir essa mulher. Os números de seguidores estão caindo.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Esses filhos vão acabar com o mandato do pai,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Verdade! É preciso ser sábio e medir as palavras para não dar brechas aos inimigos! A vitória com sabedoria e verdade conquista uma nação!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"A verdade é uma só. Quem quer entender de boa Fé entenderá, mas quem não quer, não fará questão. 🇧🇷✅💚 A maldade é o caminho mais rápido para alcançar o topo do pódio, porém terá que descer, terá que colher o que plantou. Até os maus pensamentos se terá colheitas. 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 Picuinhas é o maior desastre para um político HOJE. Se falou tão bem ontem hoje, inimigo. Não confio em tal pessoa que assim faz.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Acho bom é todos que colaram no Presidente durante a campanha ir trabalhar. Uma rede social tão bem acompanhada podendo ser usada para informações de real relevância, agora é só para você de fazer de vítima @joicehasselmannoficial ? Você é maior e mais inteligente do que toda essa situação mulher.😘",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Sei, sei! Irresponsável. Fazer o que né! Eu entendi perfeitamente o que ele quis dizer. Mas e o Humberto Costa vai ser inquirido no conselho de ética? Interessante......",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Joice , gosto de vc ... mas ao que parece vc saiu um pouco da rota. Siga as condutas da Janaína. Não precisa concordar com tudo. Mas suas atuações estão bem tristes",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Verdade , é tudo que os inimigos querem",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Esses filhos do presidente estão acabando com a imagem dele e fortalecendo a esquerda. Difícil!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Isto e vetdade,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Vocês duas são iguais,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Continue firme 😍Sou mais à esquerda, mas gosto da senhora. É responsável, sensata e inteligente! Autoritarismo de esquerda ou de direita é um erro, e nosso fracasso se equilibra nesses extremos... 🇧🇷",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Tudo eles tem que tá medido deixa a justiça resolver,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Verdade toda vez que abre a boca, os filhos do presidente dão munição para,a esquerda ficar fortalecida em seus atos para derrubar o nosso Presidente",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Em outros tempos vc não postaria isso...,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Concordo plenamente com sua fala, e o maior sábio é ficar em silêncio para evitar os inimigos.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
E ainda mais tendo uma aliada como vc a esquerda está bem,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
E dar audiência é o que???? Ajuda???,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"Não são Fala irresponsáveis, sao falas que o povo gostaria de dizer",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Parabéns Guerreira, tens meu respeito e apoio.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Lamentável! !!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
vá em frente Deputada,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Que discurso irretocável!👏👏👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"👏👏👏👏 amei ouvir as suas palavras Benedita, vc é nota mil",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Dr Geraldo cruz,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Ela estava emocionada,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
@joserodrigope vê esse discurso,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Parabéns falou tudo e muito difícil ser Negro neste País,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns deputada Benedita.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
É dePUTAda mesmo,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
#A luta não pode parar👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Racistas não passarão !!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Todo apoio a deputada Benedita Silva todo meu repúdio a esse Tadeu que não representa😂a nação brasileira,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Racismo ditadura nunca mais,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
🤔🤔😮 muito bem 👏👏👏👏👏 muito bem muito bem 👏👏👏👏👏👏👏👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Muito beeeeeeeeeeeeeeem,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Está e a nossa deputada Benedita linda guerreira parabéns estamos juntos,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Muito inteligente!👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Foi um desrespeito aos policiais. Policiais são heróis. Respeitem quem luta contra o crime. Babdido negro pode? Tenha dor!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Respeitem aqueles que saem todos os dias de casa pra nos defender. Respeitem a policia brasileira.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
So negros morrem no Brasil? Bandido nao escolhe cor!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Parabéns deputada pela sua fala, brilhante intervenção no plenário, uma voz firme quantra o preconceito. E viva o dia da concorrência negra.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns Benedita pra cima deles,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Estou contemplado com a fala da Dep. Benedita da Silva! Simbolicamente somos açoitados todos os dias por causa do Racismo Estrutural. O Maranhão clama por justiça, contra a perda de nossos direitos. Precisamos ser maioria nos espaços de poder para fazer a Lei ser cumprida.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Perfeito 👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Triste😢,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Bravoooooo👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
A rocha eles pra saber ter respeito pelo o nosso povo brasileiro,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False
Deus esteja contigo deputada 😢😢,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Muito bem Benedita,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Representa a nós,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Mulher como você que queremos para nós representar! Forte, guerreira e muito inteligente admiração eterna.#somosumaso",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que absurdo!😥,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Se ele faz isso aí na câmera imagina nas ruas em casa.🤔😕,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
"Maravilha deputada, parabéns",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Tem que arrumar casa🇧🇷🇧🇷🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Benedita mim representando,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"E isso dá no que? Infelizmente ninguém é punido com a indignação, fica por isso mesmo.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
❤️❤️❤️❤️❤️❤️❤️Eu amo muito você vs Experiência com todo meu Respeito a você. Parabéns parabéns parabéns parabéns parabéns parabéns parabéns parabéns parabéns parabéns,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que orgulho dela❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Muito obrigada vs Experiência a senhora é a minha voz .,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
O Brasil nao podem ter racistas porque Uma naçao forte e Uma pais desenvolvido so cresce com a uniao de todos um presiza do outro,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Muito obrigada por ter essa voz para com o povo negro desse país . Dos meus olhos saíram lágrimas .,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Emocionante seu discurso Benedita!!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"👏👏👏👏👏👏👏👏👏👏Benedita representa mais de 54 % da população Brasileira ,eu repúdio esse Ato inaceitável nesta casa legislativa ,foi a prova de que o racismo Institucional prevalece em todas as faces da sociedade brasileira ! Vergonha! Que se faça justiça ! Obrigada Deputada !",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Benedita, Perfeita do Rio de Janeiro!!! @ptbrasil novo, de novo!! #LulaLivre!!!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
#chorei Benedita!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns bendita👏👏👏👏👏👏🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Quanta indignação! Benedita. Que grande mulher.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que discurso emocionante! Parabéns Benedita 👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Vc me representa deputada Benedita👏👏👏👏👏💕💕💕💕💕🇧🇷🇧🇷🇧🇷🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"👏👏👏👏👏...poxa vida eu tô chorando aqui...me sinto um lixo em carregar na pele essa historicidade em saber que antepassados cometeram esse genocídio....tenho vergonha em ser branco, quando vejo um lixo desses cometer um ato de total violência e desrespeito com os verdadeiros lutadores e lutadoras desse país...o povo que construiu o Brasil de cabo a rabo levantou no braço essa estrutura que vivemos hj....jamais estarei cem por cento feliz com minha herança que até onde eu sei se restringe a falta de melanina... como eu queria que o sangue da minha bisavó que era cabocla bugra tivesse sido mais forte do que do meu bisavô...mas não posso mudar o passado me cabe então dar todo amor a minhas filhas para se espelharem nessa mulher GUERREIRA que agora tem a fala... para que jamais compactuem com qualquer ato arrogante discriminatório!!!! Máximo respeito a senhora Banedita e sua luta, que também é minha, é de tod@s que acreditam no AMOR ao invés do ódio!!!!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Eita cheguei até me arrepiar, forte",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Mulher guerreira ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
"Essa me representa apesar de eu nao ser negro, parabens é isso mesmo nao deixa esse canalha ficar impune.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"👏👏👏👏👏👏👏essa mulher é uma grande guerreira, que Deus te livre e te guarde dona Benedita 👏👏👏👏👏😍😍",False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Parabéns guerreira!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Muito linda a fala!!! Força a todos vocês e que esse coronel seja devidamente punido!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Amei sua fala Benedita💋,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Show 👏👏❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns ... isso mesmo não pode deixar ...tem que haver um basta nessa falta de respeito para com os negros .,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns Benedita!!❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
PARABÉNS DEPUTADA,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Benê gerrueira gigante 💕 🔥,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Nossa ela falou tudo que nós queríamos 👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Pior é que tem negros que votam nessa gente! O Brasil precisa acordar!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Lamentável em pleno século 21 , não conseguimos combater literalmente o preconceito Racial",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Palavras corretas Benedita, abaixo o racismo, é preciso no dia da consciência negra temos consciência humana parabéns Benedita",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Tanto branco com alma negra. Todos deveríamos ser igual perante Deus , não é a cor da pele que nos faz diferentes e sim a cor da alma!!!! Ah essa Deus conhece bem!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Todos somos iguais.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns ❤️👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Atual governo é responsável..,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Para bens Benedita pelo proniciamento,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Vamos lutar pelo respeito à nossa raça,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Deputada Benedita,me sinto representada por vc ,pela Jandira. #RACISTA NÃO PASSARÃO",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Benedita parabéns ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Bené, grande desbravadora! Força, somos maioria e merecemos respeito.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Triste episódio às vésperas do Dia da Consciência Negra. Racistas não passarão🙌,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"Vamos continuar assistindo muito mais,com esses novos governantes!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Por anos fomos vistos internacionalmente como um povo pacifico que convivia com a diversidade brasileira.Hj vivemos o genocídio denegros,negras e indigenas....Inaceitável! Estranho,bizarro!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Belíssimo discurso! @instadabene @gleisihoffmann @_mariadorosario Admirável a resistência dessas mulheres. Obrigado a todas vcs!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Um desgaste muito grande para o congresso nacional tem que ser punido severamente.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Muito bem colocado👏👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"Deputada o tapa foi na cara de todos nós que sendo pardos, brancos,índios,etc estrangeiras ou não sentimos a mesma dor,essa violência atingiu toda humanidade que tem respeito e dignidade.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns Deputada Benedita!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
eu sinto a indignação,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
@instadabene sempre muito pontual.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Benedita me representa, racismo é crime!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
👏👏 👏👏 parabéns vamos fazer valer a justiça!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
👏👏👏👏Benedita cuide se querida .,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Como esses que defendem conseguem explicar a morte da pequena Agata?,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Benedita é um patrimônio da comunidade negra e do Rio... orgulho da raça...fora racistas!!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Mostro sempre Benedita falando para minhas filhas branquinhas... quero beneditas ao meu redor!!!! Fora racistas.!!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Estamos juntos! Somos Brasil! Somos de todas as cores!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns Benedita 💖💖💖👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Essa mulher me representa!👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Força deputada #beneditadasilva A senhora como negra me representa 👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Fico me perguntando o quê de grave, como perdas de garantias individuais e coletivas e à soberania, estarão ocultando os parlamentares ao repercutirem com grande ênfase nas redes Sociais a atitude racistas do coronel deputado. #PL2418não",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Benedita você é sensacional!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Bravo Bene👏👏👏👏👏👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Representou. Como sempre!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"Que fala! Que reflexão! Benedita, a senhora é show!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
@instadabene Não decepciona l! Bene prefeita do rio,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Muito bem, Bené. 👏👏👏👏",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Nuuu arrepiei com esse discurso!!!!! 👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Ae @j.victors_ se liga nesse relato que aconteceu hoje...entendeu como é estar do lado amor e não ódio.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Tem toma providências mesmo,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Deputados, senadores quebram decoro, rasgam a constituição e nada acontece com vcs!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Estamos juntos!! ✊🏿✊🏿✊🏿,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Emocionante é bastante contundente a fala da Benedita da Silva. Precisamos muito falar sobre racismo. Lastimável a atitude deste coronel. Nos mostra como o racismo é sim estrutural, como a falta de respeito é brutal e como os policiais jamais deveriam ocupar cadeiras nas câmaras federal, estadias e municipal. Não tem preparo para tal cargo. Claro que não generalizo, mas o que até o momento temos assistido é a decadência desses que entraram no poder. Lastimoso termos representante do povo agindo levianamente.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Minha deputada do coração.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
VIVA BENÊ!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Filha de negros sou branca por capricho da natureza. Mas faço questão de gritar. NEGRA SIM! NEGRA SOU!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns Benedita você me representa,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Samos todos írmao não gosto di👏💕💟💟💟💟💟💟💟💟💟💟 racista são pessoas sem caráter quê não respeita u próximo não tem diferença do neguinho pra u branquinho,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Parabéns deputada Benedita por lutar contra o racismo em nosso país 👏👏👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Da lhe Benedita da silva,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns Deputada Benedita excelente discurso e pratica.Todos contra o racismo.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Essa me representa 😍😘😍😘😍😘,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Parabéns Benedita!!!!👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Quem conhece sua história Benedita da Silva, te louva, DEUS abençoe sempre Beijos te amamos, 🙏👏👏👏💋♥️",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns minha gerreira 👏👏👏👏👏👏💟💟💟💟💕💕💕💕💕💕💕,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns Benedita🙌😍👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Benedita maravilhosa,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"Benedita, vc me representa!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"@tiamaoficial precisamos do seu apoio, independente de afinidade política. Isso não pode ficar assim, precisamos divulgar este vídeo.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Maravilhosa ❤,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"🌷 Mulher guerreira, te amo Benedita. 💞👏👏👏👏👏",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Benedita como sempre!!!!! Arrebentando!!!!👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
VIVA BOLSONARO 🇧🇷🇧🇷🇧🇷🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
maravilhosaaa 👏👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Muito bem Benedita! 👏👏👏👏👏👏👏👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"👏👏👏 lamentável que ainda existam pessoas assim,pois somos todos irmãos.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Bravo! 👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
👏👏👏👏👏👏👏👏👏👏PARABÉNS Deputada Benedita 💪👏👏👏👏👏👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Benedita é uma grande voz que representa o povo. Escutem essa mulher!👏🏿👏🏿👏🏿👏🏿✊🏾,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Absurdo! Linda fala ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Sem palavras! 😢💕,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Benedita é uma fortaleza.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
🤔🤔🤔 Será!?,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Parabéns, deputada!👏👏👏👏👏👏👏",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Parabéns e OBRIGADO!,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Diva!!!!👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻✊🏻✊🏻✊🏻💕,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns Benedita pela indignação.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Todo arrepiado !!!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns companheira,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Parabéns, Benedita!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Tamo juntas.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Jesus o que tá acontecendo,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns Deputada pela sua firmeza e colocações. 😍😍😍👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Isso não pode mais aconter mais 😡😡😡😡,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
SOMOS TODOS NEGROS APOIO A DEPUTADA BENEDITA ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Bene!❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que discurso!👏👏 Sorte nossa ter vcs nos representando diante desse caos todo,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Benedita, você me representa!!!👏🏻👏🏻👏🏻👏🏻",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que discurso 🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
